temperature,rainfall,humidity,yield_apples
100.00 , 73.00 , 49.00 , 61.50
74.00 , 76.00 , 67.00 , 64.40
84.00 , 70.00 , 89.00 , 73.40
63.00 , 90.00 , 24.00 , 49.20
33.00 , 52.00 , 91.00 , 58.60
32.00 , 53.00 , 44.00 , 39.90
41.00 , 36.00 , 68.00 , 46.20
73.00 , 35.00 , 54.00 , 46.70
93.00 , 70.00 , 58.00 , 62.80
56.00 , 30.00 , 54.00 , 41.80
67.00 , 58.00 , 26.00 , 41.20
61.00 , 25.00 , 43.00 , 36.90
27.00 , 95.00 , 85.00 , 67.90
70.00 , 25.00 , 28.00 , 32.70
93.00 , 69.00 , 63.00 , 64.50
28.00 , 53.00 , 53.00 , 42.70
99.00 , 94.00 , 32.00 , 60.80
52.00 , 79.00 , 73.00 , 63.30
79.00 , 63.00 , 95.00 , 72.70
27.00 , 88.00 , 24.00 , 41.40
85.00 , 82.00 , 45.00 , 59.60
85.00 , 91.00 , 32.00 , 57.10
20.00 , 94.00 , 84.00 , 65.80
22.00 , 81.00 , 82.00 , 61.50
41.00 , 45.00 , 80.00 , 53.70
39.00 , 57.00 , 30.00 , 36.90
46.00 , 22.00 , 27.00 , 26.60
23.00 , 76.00 , 62.00 , 52.20
48.00 , 21.00 , 88.00 , 51.10
48.00 , 55.00 , 52.00 , 46.90
61.00 , 55.00 , 67.00 , 55.50
47.00 , 25.00 , 46.00 , 35.30
52.00 , 88.00 , 54.00 , 58.40
99.00 , 94.00 , 51.00 , 68.40
63.00 , 75.00 , 82.00 , 67.90
56.00 , 42.00 , 87.00 , 58.60
34.00 , 91.00 , 53.00 , 55.30
81.00 , 62.00 , 86.00 , 69.20
31.00 , 99.00 , 44.00 , 53.50
50.00 , 57.00 , 98.00 , 66.30
30.00 , 24.00 , 33.00 , 26.40
70.00 , 75.00 , 58.00 , 59.70
50.00 , 62.00 , 50.00 , 48.60
70.00 , 88.00 , 79.00 , 72.00
81.00 , 68.00 , 81.00 , 69.00
91.00 , 94.00 , 50.00 , 66.40
42.00 , 94.00 , 32.00 , 49.40
57.00 , 51.00 , 76.00 , 57.10
21.00 , 22.00 , 22.00 , 19.60
39.00 , 34.00 , 66.00 , 44.40
78.00 , 80.00 , 65.00 , 65.60
54.00 , 50.00 , 79.00 , 57.40
34.00 , 52.00 , 20.00 , 30.40
28.00 , 92.00 , 30.00 , 45.20
62.00 , 98.00 , 26.00 , 52.20
95.00 , 45.00 , 69.00 , 60.10
88.00 , 38.00 , 98.00 , 68.20
48.00 , 31.00 , 32.00 , 31.70
27.00 , 85.00 , 31.00 , 43.30
35.00 , 85.00 , 47.00 , 51.30
84.00 , 63.00 , 98.00 , 74.90
90.00 , 74.00 , 97.00 , 79.00
93.00 , 54.00 , 85.00 , 68.80
61.00 , 37.00 , 99.00 , 62.90
44.00 , 29.00 , 32.00 , 30.30
60.00 , 43.00 , 79.00 , 56.50
39.00 , 79.00 , 89.00 , 67.10
90.00 , 51.00 , 65.00 , 59.30
78.00 , 74.00 , 29.00 , 49.40
97.00 , 46.00 , 39.00 , 48.80
44.00 , 65.00 , 95.00 , 66.30
69.00 , 82.00 , 35.00 , 52.40
55.00 , 92.00 , 86.00 , 73.00
58.00 , 51.00 , 63.00 , 52.10
82.00 , 54.00 , 91.00 , 69.00
75.00 , 49.00 , 53.00 , 50.90
28.00 , 47.00 , 47.00 , 38.50
78.00 , 52.00 , 98.00 , 70.40
33.00 , 65.00 , 20.00 , 34.10
88.00 , 28.00 , 34.00 , 39.60
52.00 , 63.00 , 77.00 , 60.10
44.00 , 23.00 , 63.00 , 40.90
22.00 , 35.00 , 41.00 , 31.30
67.00 , 50.00 , 55.00 , 50.40
34.00 , 35.00 , 70.00 , 45.30
37.00 , 32.00 , 76.00 , 47.40
86.00 , 94.00 , 69.00 , 73.00
70.00 , 61.00 , 48.00 , 51.50
40.00 , 36.00 , 41.00 , 35.20
34.00 , 71.00 , 30.00 , 40.10
39.00 , 79.00 , 57.00 , 54.30
47.00 , 72.00 , 28.00 , 42.20
39.00 , 42.00 , 65.00 , 46.40
54.00 , 50.00 , 51.00 , 46.20
31.00 , 32.00 , 57.00 , 38.60
92.00 , 94.00 , 33.00 , 59.80
86.00 , 21.00 , 96.00 , 61.90
83.00 , 53.00 , 75.00 , 62.50
79.00 , 52.00 , 64.00 , 57.00
39.00 , 98.00 , 88.00 , 72.40
56.00 , 24.00 , 81.00 , 50.80
83.00 , 52.00 , 68.00 , 59.40
32.00 , 87.00 , 34.00 , 46.10
50.00 , 53.00 , 52.00 , 46.70
66.00 , 62.00 , 85.00 , 65.80
33.00 , 91.00 , 45.00 , 51.90
78.00 , 33.00 , 96.00 , 63.90
38.00 , 27.00 , 67.00 , 42.50
71.00 , 90.00 , 53.00 , 62.40
77.00 , 90.00 , 29.00 , 54.00
80.00 , 97.00 , 60.00 , 69.10
37.00 , 65.00 , 89.00 , 62.50
37.00 , 91.00 , 79.00 , 66.30
32.00 , 47.00 , 72.00 , 49.30
34.00 , 48.00 , 52.00 , 42.00
97.00 , 37.00 , 79.00 , 62.10
69.00 , 93.00 , 91.00 , 78.10
20.00 , 50.00 , 68.00 , 46.20
27.00 , 63.00 , 21.00 , 32.70
87.00 , 68.00 , 87.00 , 72.60
100.00 , 37.00 , 68.00 , 58.30
70.00 , 29.00 , 53.00 , 43.90
38.00 , 47.00 , 25.00 , 31.70
82.00 , 90.00 , 42.00 , 60.20
96.00 , 59.00 , 37.00 , 51.70
60.00 , 52.00 , 29.00 , 39.20
38.00 , 81.00 , 32.00 , 44.70
72.00 , 66.00 , 23.00 , 43.40
73.00 , 68.00 , 98.00 , 74.20
86.00 , 41.00 , 41.00 , 45.90
32.00 , 43.00 , 53.00 , 40.50
78.00 , 68.00 , 47.00 , 54.80
86.00 , 80.00 , 24.00 , 50.80
25.00 , 79.00 , 38.00 , 43.90
43.00 , 51.00 , 31.00 , 36.30
33.00 , 63.00 , 80.00 , 57.50
58.00 , 92.00 , 42.00 , 56.00
93.00 , 82.00 , 26.00 , 53.60
97.00 , 58.00 , 23.00 , 46.00
69.00 , 70.00 , 68.00 , 62.00
100.00 , 22.00 , 28.00 , 37.80
48.00 , 82.00 , 86.00 , 68.60
29.00 , 81.00 , 87.00 , 64.90
97.00 , 90.00 , 70.00 , 74.40
20.00 , 62.00 , 93.00 , 59.80
40.00 , 83.00 , 27.00 , 43.70
35.00 , 27.00 , 65.00 , 41.10
38.00 , 86.00 , 21.00 , 41.80
80.00 , 56.00 , 52.00 , 53.60
43.00 , 49.00 , 35.00 , 37.30
76.00 , 49.00 , 72.00 , 58.70
24.00 , 30.00 , 79.00 , 45.40
45.00 , 50.00 , 49.00 , 43.60
53.00 , 63.00 , 90.00 , 65.50
85.00 , 58.00 , 61.00 , 58.80
50.00 , 48.00 , 54.00 , 46.00
30.00 , 36.00 , 77.00 , 47.60
40.00 , 42.00 , 81.00 , 53.00
61.00 , 81.00 , 41.00 , 52.90
95.00 , 32.00 , 80.00 , 60.60
41.00 , 54.00 , 67.00 , 51.20
98.00 , 35.00 , 24.00 , 39.70
22.00 , 61.00 , 81.00 , 55.10
49.00 , 51.00 , 85.00 , 59.10
24.00 , 43.00 , 40.00 , 33.70
21.00 , 21.00 , 24.00 , 20.10
73.00 , 49.00 , 73.00 , 58.50
84.00 , 96.00 , 78.00 , 76.80
80.00 , 71.00 , 91.00 , 73.70
65.00 , 27.00 , 78.00 , 52.30
22.00 , 93.00 , 52.00 , 53.10
31.00 , 71.00 , 52.00 , 48.30
59.00 , 25.00 , 22.00 , 28.10
56.00 , 63.00 , 52.00 , 50.90
61.00 , 40.00 , 45.00 , 42.20
58.00 , 100.00 , 22.00 , 50.40
76.00 , 60.00 , 57.00 , 56.00
64.00 , 50.00 , 57.00 , 50.60
69.00 , 98.00 , 30.00 , 55.20
43.00 , 29.00 , 68.00 , 44.50
99.00 , 72.00 , 63.00 , 66.60
37.00 , 70.00 , 68.00 , 55.60
48.00 , 88.00 , 55.00 , 58.00
62.00 , 34.00 , 83.00 , 55.80
98.00 , 72.00 , 23.00 , 50.40
79.00 , 47.00 , 46.00 , 48.30
27.00 , 49.00 , 71.00 , 48.50
50.00 , 77.00 , 22.00 , 41.90
91.00 , 30.00 , 87.00 , 62.00
38.00 , 100.00 , 79.00 , 69.20
97.00 , 92.00 , 62.00 , 71.80
93.00 , 70.00 , 94.00 , 77.20
66.00 , 57.00 , 68.00 , 57.50
51.00 , 67.00 , 44.00 , 47.90
30.00 , 34.00 , 23.00 , 25.40
32.00 , 100.00 , 70.00 , 64.40
45.00 , 75.00 , 24.00 , 41.10
52.00 , 63.00 , 89.00 , 64.90
82.00 , 28.00 , 81.00 , 57.20
55.00 , 44.00 , 45.00 , 42.20
84.00 , 56.00 , 63.00 , 58.80
94.00 , 84.00 , 65.00 , 70.00
38.00 , 82.00 , 50.00 , 52.20
98.00 , 24.00 , 36.00 , 41.20
32.00 , 31.00 , 61.00 , 40.10
68.00 , 49.00 , 72.00 , 57.10
97.00 , 86.00 , 84.00 , 78.80
37.00 , 41.00 , 62.00 , 44.50
90.00 , 72.00 , 98.00 , 78.80
99.00 , 20.00 , 81.00 , 58.20
37.00 , 80.00 , 76.00 , 61.80
96.00 , 24.00 , 79.00 , 58.00
52.00 , 28.00 , 25.00 , 28.80
69.00 , 67.00 , 40.00 , 49.90
48.00 , 79.00 , 21.00 , 41.70
58.00 , 36.00 , 72.00 , 51.20
35.00 , 89.00 , 69.00 , 61.30
46.00 , 54.00 , 76.00 , 55.80
41.00 , 60.00 , 48.00 , 45.40
76.00 , 71.00 , 80.00 , 68.50
44.00 , 83.00 , 56.00 , 56.10
46.00 , 88.00 , 40.00 , 51.60
21.00 , 43.00 , 48.00 , 36.30
58.00 , 20.00 , 44.00 , 35.20
94.00 , 69.00 , 78.00 , 70.70
71.00 , 43.00 , 33.00 , 40.30
31.00 , 65.00 , 64.00 , 51.30
68.00 , 99.00 , 78.00 , 74.50
39.00 , 39.00 , 39.00 , 35.10
34.00 , 80.00 , 94.00 , 68.40
76.00 , 72.00 , 61.00 , 61.20
87.00 , 97.00 , 96.00 , 84.90
85.00 , 94.00 , 87.00 , 80.00
77.00 , 63.00 , 88.00 , 69.50
69.00 , 93.00 , 25.00 , 51.70
82.00 , 100.00 , 59.00 , 70.00
72.00 , 60.00 , 82.00 , 65.20
52.00 , 74.00 , 43.00 , 49.80
73.00 , 80.00 , 100.00 , 78.60
44.00 , 70.00 , 54.00 , 51.40
46.00 , 60.00 , 66.00 , 53.60
61.00 , 60.00 , 83.00 , 63.40
80.00 , 97.00 , 83.00 , 78.30
90.00 , 77.00 , 84.00 , 74.70
90.00 , 55.00 , 95.00 , 72.50
74.00 , 93.00 , 72.00 , 71.50
33.00 , 21.00 , 42.00 , 29.70
69.00 , 74.00 , 78.00 , 67.20
50.00 , 75.00 , 73.00 , 61.70
91.00 , 46.00 , 86.00 , 66.40
31.00 , 81.00 , 65.00 , 56.50
80.00 , 83.00 , 50.00 , 60.90
90.00 , 96.00 , 88.00 , 82.00
66.00 , 54.00 , 86.00 , 63.80
38.00 , 32.00 , 61.00 , 41.60
36.00 , 80.00 , 78.00 , 62.40
61.00 , 87.00 , 94.00 , 75.90
66.00 , 45.00 , 23.00 , 35.90
86.00 , 86.00 , 54.00 , 64.60
38.00 , 60.00 , 50.00 , 45.60
45.00 , 41.00 , 65.00 , 47.30
50.00 , 66.00 , 49.00 , 49.40
70.00 , 62.00 , 90.00 , 68.60
93.00 , 38.00 , 89.00 , 65.60
72.00 , 88.00 , 38.00 , 56.00
79.00 , 25.00 , 60.00 , 47.30
94.00 , 38.00 , 23.00 , 39.40
59.00 , 95.00 , 63.00 , 65.50
62.00 , 75.00 , 54.00 , 56.50
88.00 , 40.00 , 22.00 , 38.40
40.00 , 27.00 , 85.00 , 50.10
72.00 , 86.00 , 61.00 , 64.60
78.00 , 79.00 , 33.00 , 52.50
43.00 , 47.00 , 90.00 , 58.70
82.00 , 41.00 , 91.00 , 65.10
22.00 , 41.00 , 86.00 , 51.10
29.00 , 88.00 , 43.00 , 49.40
32.00 , 99.00 , 65.00 , 62.10
35.00 , 95.00 , 55.00 , 57.50
48.00 , 21.00 , 96.00 , 54.30
65.00 , 92.00 , 63.00 , 65.80
34.00 , 40.00 , 83.00 , 52.00
77.00 , 20.00 , 24.00 , 31.00
55.00 , 25.00 , 37.00 , 33.30
50.00 , 24.00 , 65.00 , 43.20
33.00 , 51.00 , 70.00 , 49.90
64.00 , 33.00 , 34.00 , 36.30
20.00 , 58.00 , 48.00 , 40.60
50.00 , 65.00 , 44.00 , 47.10
58.00 , 33.00 , 33.00 , 34.70
88.00 , 88.00 , 99.00 , 83.60
50.00 , 22.00 , 57.00 , 39.40
39.00 , 32.00 , 47.00 , 36.20
100.00 , 92.00 , 66.00 , 74.00
91.00 , 30.00 , 65.00 , 53.20
56.00 , 41.00 , 20.00 , 31.50
44.00 , 85.00 , 22.00 , 43.10
35.00 , 53.00 , 85.00 , 56.90
39.00 , 77.00 , 31.00 , 43.30
100.00 , 22.00 , 70.00 , 54.60
59.00 , 66.00 , 89.00 , 67.20
52.00 , 52.00 , 46.00 , 44.40
37.00 , 76.00 , 26.00 , 40.60
78.00 , 71.00 , 59.00 , 60.50
23.00 , 92.00 , 69.00 , 59.80
80.00 , 22.00 , 68.00 , 49.80
90.00 , 23.00 , 80.00 , 56.90
91.00 , 24.00 , 40.00 , 41.40
93.00 , 95.00 , 98.00 , 86.30
29.00 , 30.00 , 81.00 , 47.20
73.00 , 65.00 , 24.00 , 43.70
63.00 , 33.00 , 50.00 , 42.50
66.00 , 64.00 , 30.00 , 44.40
34.00 , 68.00 , 77.00 , 58.00
45.00 , 60.00 , 58.00 , 50.20
78.00 , 33.00 , 53.00 , 46.70
34.00 , 70.00 , 38.00 , 43.00
60.00 , 20.00 , 23.00 , 27.20
61.00 , 56.00 , 31.00 , 41.40
75.00 , 79.00 , 81.00 , 71.10
75.00 , 29.00 , 25.00 , 33.70
56.00 , 54.00 , 26.00 , 37.80
52.00 , 76.00 , 54.00 , 54.80
97.00 , 30.00 , 90.00 , 64.40
90.00 , 67.00 , 78.00 , 69.30
76.00 , 38.00 , 57.00 , 49.40
46.00 , 74.00 , 56.00 , 53.80
82.00 , 74.00 , 23.00 , 47.80
24.00 , 93.00 , 43.00 , 49.90
57.00 , 28.00 , 39.00 , 35.40
88.00 , 78.00 , 20.00 , 49.00
59.00 , 73.00 , 69.00 , 61.30
56.00 , 89.00 , 98.00 , 77.10
37.00 , 84.00 , 33.00 , 45.80
95.00 , 35.00 , 37.00 , 44.30
39.00 , 77.00 , 81.00 , 63.30
94.00 , 22.00 , 93.00 , 62.60
66.00 , 67.00 , 100.00 , 73.30
39.00 , 100.00 , 54.00 , 59.40
52.00 , 60.00 , 32.00 , 41.20
53.00 , 34.00 , 39.00 , 36.40
86.00 , 30.00 , 59.00 , 49.80
85.00 , 21.00 , 65.00 , 49.30
32.00 , 95.00 , 67.00 , 61.70
67.00 , 59.00 , 49.00 , 50.70
80.00 , 43.00 , 38.00 , 44.10
39.00 , 33.00 , 63.00 , 42.90
77.00 , 53.00 , 44.00 , 48.90
31.00 , 30.00 , 81.00 , 47.60
20.00 , 59.00 , 20.00 , 29.70
49.00 , 88.00 , 39.00 , 51.80
62.00 , 52.00 , 78.00 , 59.20
84.00 , 95.00 , 63.00 , 70.50
57.00 , 78.00 , 88.00 , 70.00
56.00 , 68.00 , 65.00 , 57.60
23.00 , 89.00 , 94.00 , 68.90
69.00 , 86.00 , 62.00 , 64.40
74.00 , 31.00 , 54.00 , 45.70
60.00 , 87.00 , 53.00 , 59.30
47.00 , 62.00 , 41.00 , 44.40
32.00 , 75.00 , 63.00 , 54.10
87.00 , 20.00 , 35.00 , 37.40
46.00 , 66.00 , 72.00 , 57.80
59.00 , 28.00 , 62.00 , 45.00
37.00 , 24.00 , 88.00 , 49.80
49.00 , 35.00 , 51.00 , 40.70
75.00 , 34.00 , 46.00 , 43.60
39.00 , 81.00 , 89.00 , 67.70
31.00 , 84.00 , 74.00 , 61.00
56.00 , 82.00 , 22.00 , 44.60
62.00 , 89.00 , 51.00 , 59.50
30.00 , 38.00 , 76.00 , 47.80
69.00 , 76.00 , 36.00 , 51.00
92.00 , 58.00 , 100.00 , 75.80
68.00 , 27.00 , 50.00 , 41.70
40.00 , 64.00 , 92.00 , 64.00
51.00 , 69.00 , 83.00 , 64.10
79.00 , 61.00 , 43.00 , 51.30
42.00 , 58.00 , 38.00 , 41.00
52.00 , 24.00 , 97.00 , 56.40
76.00 , 42.00 , 67.00 , 54.60
74.00 , 44.00 , 56.00 , 50.40
82.00 , 53.00 , 36.00 , 46.70
65.00 , 98.00 , 36.00 , 56.80
35.00 , 47.00 , 86.00 , 55.50
50.00 , 78.00 , 66.00 , 59.80
62.00 , 26.00 , 85.00 , 54.20
27.00 , 30.00 , 69.00 , 42.00
100.00 , 84.00 , 81.00 , 77.60
36.00 , 52.00 , 41.00 , 39.20
44.00 , 58.00 , 64.00 , 51.80
45.00 , 22.00 , 91.00 , 52.00
48.00 , 39.00 , 36.00 , 35.70
57.00 , 61.00 , 69.00 , 57.30
72.00 , 73.00 , 64.00 , 61.90
21.00 , 32.00 , 41.00 , 30.20
65.00 , 83.00 , 50.00 , 57.90
53.00 , 87.00 , 28.00 , 47.90
45.00 , 70.00 , 98.00 , 69.20
76.00 , 28.00 , 41.00 , 40.00
97.00 , 20.00 , 69.00 , 53.00
34.00 , 59.00 , 93.00 , 61.70
36.00 , 32.00 , 46.00 , 35.20
73.00 , 55.00 , 52.00 , 51.90
80.00 , 65.00 , 86.00 , 69.90
94.00 , 59.00 , 93.00 , 73.70
69.00 , 54.00 , 33.00 , 43.20
35.00 , 21.00 , 96.00 , 51.70
55.00 , 52.00 , 39.00 , 42.20
52.00 , 87.00 , 91.00 , 72.90
50.00 , 30.00 , 96.00 , 57.40
45.00 , 77.00 , 33.00 , 45.30
46.00 , 39.00 , 26.00 , 31.30
87.00 , 43.00 , 100.00 , 70.30
62.00 , 47.00 , 87.00 , 61.30
56.00 , 99.00 , 33.00 , 54.10
81.00 , 86.00 , 51.00 , 62.40
54.00 , 34.00 , 93.00 , 58.20
99.00 , 92.00 , 73.00 , 76.60
38.00 , 93.00 , 20.00 , 43.50
94.00 , 23.00 , 58.00 , 48.90
75.00 , 86.00 , 90.00 , 76.80
95.00 , 60.00 , 61.00 , 61.40
52.00 , 96.00 , 41.00 , 55.60
92.00 , 41.00 , 65.00 , 56.70
42.00 , 44.00 , 34.00 , 35.20
97.00 , 95.00 , 86.00 , 82.30
99.00 , 73.00 , 50.00 , 61.70
54.00 , 56.00 , 26.00 , 38.00
41.00 , 77.00 , 58.00 , 54.50
62.00 , 54.00 , 51.00 , 49.00
81.00 , 23.00 , 34.00 , 36.70
63.00 , 51.00 , 88.00 , 63.10
80.00 , 87.00 , 94.00 , 79.70
22.00 , 71.00 , 35.00 , 39.70
71.00 , 91.00 , 90.00 , 77.50
38.00 , 24.00 , 94.00 , 52.40
62.00 , 74.00 , 99.00 , 74.20
34.00 , 29.00 , 53.00 , 36.70
66.00 , 87.00 , 39.00 , 54.90
82.00 , 62.00 , 26.00 , 45.40
66.00 , 41.00 , 85.00 , 59.50
75.00 , 38.00 , 31.00 , 38.80
53.00 , 95.00 , 43.00 , 56.30
76.00 , 47.00 , 61.00 , 53.70
29.00 , 77.00 , 54.00 , 50.50
68.00 , 67.00 , 25.00 , 43.70
94.00 , 42.00 , 90.00 , 67.40
47.00 , 57.00 , 91.00 , 62.90
26.00 , 44.00 , 32.00 , 31.20
66.00 , 67.00 , 82.00 , 66.10
90.00 , 95.00 , 93.00 , 83.70
38.00 , 33.00 , 21.00 , 25.90
71.00 , 55.00 , 70.00 , 58.70
74.00 , 85.00 , 61.00 , 64.70
99.00 , 73.00 , 67.00 , 68.50
20.00 , 42.00 , 44.00 , 34.20
73.00 , 98.00 , 50.00 , 64.00
22.00 , 48.00 , 23.00 , 28.00
96.00 , 26.00 , 66.00 , 53.40
37.00 , 45.00 , 84.00 , 54.50
60.00 , 75.00 , 21.00 , 42.90
57.00 , 71.00 , 38.00 , 47.90
63.00 , 61.00 , 55.00 , 52.90
73.00 , 23.00 , 35.00 , 35.50
42.00 , 38.00 , 20.00 , 27.80
60.00 , 83.00 , 55.00 , 58.90
24.00 , 85.00 , 58.00 , 53.50
32.00 , 98.00 , 27.00 , 46.60
56.00 , 22.00 , 21.00 , 26.20
67.00 , 31.00 , 70.00 , 50.70
83.00 , 96.00 , 20.00 , 53.40
79.00 , 56.00 , 84.00 , 66.20
72.00 , 93.00 , 60.00 , 66.30
65.00 , 81.00 , 86.00 , 71.70
20.00 , 82.00 , 100.00 , 68.60
52.00 , 66.00 , 96.00 , 68.60
99.00 , 66.00 , 84.00 , 73.20
25.00 , 49.00 , 87.00 , 54.50
74.00 , 69.00 , 45.00 , 53.50
98.00 , 23.00 , 80.00 , 58.50
54.00 , 83.00 , 26.00 , 46.10
66.00 , 96.00 , 68.00 , 69.20
78.00 , 71.00 , 23.00 , 46.10
26.00 , 55.00 , 75.00 , 51.70
46.00 , 47.00 , 93.00 , 60.50
23.00 , 36.00 , 47.00 , 34.20
58.00 , 60.00 , 58.00 , 52.80
49.00 , 47.00 , 78.00 , 55.10
88.00 , 41.00 , 84.00 , 63.50
93.00 , 42.00 , 74.00 , 60.80
95.00 , 51.00 , 81.00 , 66.70
57.00 , 42.00 , 89.00 , 59.60
98.00 , 90.00 , 75.00 , 76.60
74.00 , 49.00 , 46.00 , 47.90
43.00 , 35.00 , 24.00 , 28.70
28.00 , 61.00 , 77.00 , 54.70
66.00 , 49.00 , 100.00 , 67.90
24.00 , 31.00 , 92.00 , 50.90
51.00 , 91.00 , 51.00 , 57.90
39.00 , 50.00 , 70.00 , 50.80
57.00 , 65.00 , 76.00 , 61.30
86.00 , 84.00 , 61.00 , 66.80
50.00 , 50.00 , 51.00 , 45.40
77.00 , 55.00 , 47.00 , 50.70
44.00 , 92.00 , 30.00 , 48.40
55.00 , 70.00 , 40.00 , 48.00
23.00 , 58.00 , 87.00 , 56.80
36.00 , 33.00 , 94.00 , 54.70
79.00 , 24.00 , 29.00 , 34.60
72.00 , 57.00 , 62.00 , 56.30
25.00 , 67.00 , 44.00 , 42.70
68.00 , 39.00 , 82.00 , 58.10
98.00 , 44.00 , 90.00 , 68.80
71.00 , 39.00 , 40.00 , 41.90
63.00 , 49.00 , 49.00 , 46.90
55.00 , 58.00 , 24.00 , 38.00
27.00 , 73.00 , 75.00 , 57.30
72.00 , 51.00 , 51.00 , 50.10
74.00 , 22.00 , 27.00 , 32.20
73.00 , 55.00 , 24.00 , 40.70
70.00 , 80.00 , 73.00 , 67.20
76.00 , 54.00 , 51.00 , 51.80
22.00 , 30.00 , 46.00 , 31.80
44.00 , 60.00 , 72.00 , 55.60
81.00 , 44.00 , 44.00 , 47.00
70.00 , 35.00 , 91.00 , 60.90
90.00 , 31.00 , 42.00 , 44.10
69.00 , 37.00 , 81.00 , 57.30
46.00 , 98.00 , 66.00 , 65.00
51.00 , 33.00 , 36.00 , 34.50
53.00 , 77.00 , 95.00 , 71.70
59.00 , 80.00 , 83.00 , 69.00
37.00 , 30.00 , 40.00 , 32.40
43.00 , 91.00 , 70.00 , 63.90
29.00 , 71.00 , 75.00 , 57.10
60.00 , 54.00 , 91.00 , 64.60
30.00 , 58.00 , 64.00 , 49.00
82.00 , 51.00 , 80.00 , 63.70
79.00 , 41.00 , 28.00 , 39.30
37.00 , 69.00 , 24.00 , 37.70
48.00 , 85.00 , 56.00 , 57.50
21.00 , 96.00 , 64.00 , 58.60
39.00 , 37.00 , 42.00 , 35.70
61.00 , 96.00 , 31.00 , 53.40
99.00 , 97.00 , 70.00 , 76.90
57.00 , 50.00 , 59.00 , 50.00
50.00 , 46.00 , 42.00 , 40.60
40.00 , 50.00 , 23.00 , 32.20
22.00 , 37.00 , 83.00 , 48.70
29.00 , 54.00 , 86.00 , 56.40
76.00 , 59.00 , 29.00 , 44.50
59.00 , 84.00 , 69.00 , 64.60
49.00 , 58.00 , 71.00 , 55.60
50.00 , 61.00 , 76.00 , 58.70
27.00 , 60.00 , 52.00 , 44.20
20.00 , 55.00 , 26.00 , 30.90
21.00 , 94.00 , 88.00 , 67.60
91.00 , 59.00 , 73.00 , 65.10
20.00 , 55.00 , 57.00 , 43.30
37.00 , 50.00 , 85.00 , 56.40
50.00 , 43.00 , 56.00 , 45.30
90.00 , 78.00 , 86.00 , 75.80
56.00 , 86.00 , 92.00 , 73.80
69.00 , 22.00 , 57.00 , 43.20
88.00 , 87.00 , 87.00 , 78.50
49.00 , 72.00 , 47.00 , 50.20
60.00 , 42.00 , 41.00 , 41.00
44.00 , 59.00 , 78.00 , 57.70
39.00 , 25.00 , 87.00 , 50.10
94.00 , 44.00 , 76.00 , 62.40
38.00 , 69.00 , 81.00 , 60.70
72.00 , 69.00 , 80.00 , 67.10
22.00 , 95.00 , 51.00 , 53.30
46.00 , 93.00 , 74.00 , 66.70
89.00 , 45.00 , 75.00 , 61.30
60.00 , 58.00 , 39.00 , 45.00
72.00 , 76.00 , 73.00 , 66.40
92.00 , 48.00 , 57.00 , 55.60
90.00 , 67.00 , 20.00 , 46.10
38.00 , 37.00 , 67.00 , 45.50
79.00 , 93.00 , 28.00 , 54.90
39.00 , 60.00 , 53.00 , 47.00
78.00 , 49.00 , 70.00 , 58.30
28.00 , 68.00 , 78.00 , 57.20
27.00 , 82.00 , 46.00 , 48.40
58.00 , 48.00 , 34.00 , 39.60
24.00 , 21.00 , 91.00 , 47.50
42.00 , 82.00 , 58.00 , 56.20
45.00 , 82.00 , 51.00 , 54.00
85.00 , 21.00 , 59.00 , 46.90
35.00 , 89.00 , 34.00 , 47.30
82.00 , 74.00 , 72.00 , 67.40
96.00 , 57.00 , 44.00 , 53.90
79.00 , 63.00 , 82.00 , 67.50
48.00 , 84.00 , 46.00 , 53.20
88.00 , 59.00 , 23.00 , 44.50
50.00 , 73.00 , 87.00 , 66.70
25.00 , 62.00 , 60.00 , 47.60
84.00 , 72.00 , 100.00 , 78.40
95.00 , 52.00 , 59.00 , 58.20
95.00 , 45.00 , 80.00 , 64.50
37.00 , 90.00 , 75.00 , 64.40
37.00 , 45.00 , 38.00 , 36.10
36.00 , 45.00 , 81.00 , 53.10
76.00 , 28.00 , 71.00 , 52.00
61.00 , 53.00 , 90.00 , 64.10
84.00 , 90.00 , 99.00 , 83.40
50.00 , 100.00 , 23.00 , 49.20
43.00 , 58.00 , 38.00 , 41.20
66.00 , 85.00 , 61.00 , 63.10
81.00 , 72.00 , 36.00 , 52.20
64.00 , 26.00 , 37.00 , 35.40
58.00 , 44.00 , 76.00 , 55.20
57.00 , 75.00 , 54.00 , 55.50
75.00 , 86.00 , 84.00 , 74.40
60.00 , 24.00 , 27.00 , 30.00
97.00 , 76.00 , 40.00 , 58.20
48.00 , 74.00 , 57.00 , 54.60
61.00 , 49.00 , 38.00 , 42.10
70.00 , 21.00 , 31.00 , 32.70
28.00 , 44.00 , 65.00 , 44.80
58.00 , 90.00 , 24.00 , 48.20
63.00 , 24.00 , 31.00 , 32.20
26.00 , 87.00 , 72.00 , 60.10
20.00 , 62.00 , 29.00 , 34.20
67.00 , 67.00 , 40.00 , 49.50
81.00 , 81.00 , 29.00 , 52.10
71.00 , 27.00 , 46.00 , 40.70
60.00 , 94.00 , 91.00 , 76.60
39.00 , 76.00 , 90.00 , 66.60
93.00 , 63.00 , 72.00 , 66.30
47.00 , 66.00 , 35.00 , 43.20
67.00 , 92.00 , 84.00 , 74.60
30.00 , 24.00 , 27.00 , 24.00
